a_course,another_course,similarity
170565193,170566126,0.606848955154419
170563091,170263714,0.7242790460586548
170563091,170203253,0.5489202737808228
170563091,170008122,0.6440500617027283
170563091,170563098,0.8270583152770996
170563091,170227340,0.5210177302360535
170563091,170282027,0.700046181678772
170563091,170204268,0.5210419297218323
170418102,170628426,0.5134753584861755
170418102,170630417,0.5331075191497803
170418102,170628391,0.532860279083252
170418100,170418076,0.519081711769104
170664041,170146899,0.6163924336433411
170664041,170174005,0.513961911201477
170624724,170642133,0.5540904998779297
170624724,170625234,0.5021672248840332
170624724,170086339,0.5859122276306152
170624724,170250180,0.5319180488586426
170624724,170564622,0.515407145023346
170624724,170625096,0.5450348258018494
170624724,170237011,0.6210641860961914
170624724,170335291,0.6107434034347534
170624724,170564616,0.6127013564109802
170624724,170623857,0.5062241554260254
170489374,170286708,0.5034285187721252
170489374,170135207,0.57206130027771
170489374,170306604,0.6180703043937683
170489374,170469608,0.5244526267051697
170489374,170225085,0.5587270855903625
170489374,170200095,0.5790227651596069
170252616,170252575,0.5104861259460449
170249744,170249612,0.918076753616333
170661743,170560883,0.5950750708580017
170661743,170560882,0.5904389023780823
170625261,170564711,0.5533143877983093
170625261,170625238,0.5485703349113464
170625261,170596769,0.5244910717010498
170625261,170402884,0.5522592067718506
170625261,170544802,0.5175581574440002
170625261,170664144,0.563762903213501
170625261,170070861,0.5428404211997986
170625261,170623896,0.5323125123977661
170625261,170418254,0.535247266292572
170625261,170641892,0.5793460011482239
170625261,170378836,0.5740426778793335
170625261,170129586,0.5124697685241699
170625261,170003325,0.5627571940422058
170625261,170286796,0.6134055256843567
170625261,170327085,0.5706219673156738
170625261,170624112,0.6227614283561707
170625261,170624323,0.5308990478515625
170625261,170624360,0.5328513383865356
170204940,170293622,0.5289291143417358
170204940,170265818,0.5298084616661072
170204940,170256721,0.5107452869415283
170204940,170227788,0.5174486637115479
170663635,170640916,0.5004383325576782
170277966,170270569,0.5126159191131592
170277966,170271452,0.5594122409820557
170277966,170597091,0.6414649486541748
170277966,170204700,0.5200128555297852
170277966,170224718,0.6425809264183044
170277966,170296090,0.644531786441803
170277966,170277962,0.852530837059021
170277966,170243798,0.632901668548584
170277966,170561240,0.6075865030288696
170277966,170404941,0.5206995606422424
170277966,170277790,0.8121113777160645
170277966,170270584,0.5170981884002686
170277966,170489773,0.5333315134048462
170277966,170222267,0.5012154579162598
170277966,170255478,0.6669561862945557
170277966,170270617,0.5442401766777039
170277966,170277930,0.626728892326355
170364756,170252618,0.6678428053855896
170364756,170439260,0.5698907375335693
170364756,170454810,0.5296714901924133
170364756,170392232,0.5930673480033875
170364756,170146731,0.6798332929611206
170364756,170343474,0.5313898921012878
170364756,170263767,0.574376106262207
170364756,170461498,0.5603753924369812
170364756,170642143,0.6339576244354248
170364756,170596811,0.6165079474449158
170364756,170250948,0.6165079474449158
170364756,170251946,0.8722984790802002
170364756,170506827,0.7159121036529541
170364756,170204655,0.5183066129684448
170364756,170350702,0.6967372894287109
170364756,170301836,0.5957483649253845
170364756,170552796,0.5607911348342896
170364756,170555988,0.5577290058135986
170624164,170625079,0.5704541802406311
170624164,170492990,0.5635412931442261
170624164,170612812,0.5985933542251587
170624164,170624944,0.9928696751594543
170624164,170625335,0.536873459815979
170624164,170623981,0.7633150815963745
170624164,170597530,0.5331013798713684
170624164,170163420,0.8033473491668701
170624164,170564952,0.5617231130599976
170624164,170575027,0.5721189975738525
170624164,170624055,0.7040737867355347
170624164,170331668,0.7397482395172119
170624164,170628388,0.748391330242157
170624164,170621025,0.605071485042572
170624164,170624080,0.540935754776001
170624164,170621048,0.6194811463356018
170624164,170653321,0.5386090278625488
170624164,170627602,0.5019831657409668
170659564,170659604,0.5330376625061035
170659564,170659596,0.5640957355499268
170659564,170393641,0.580755352973938
170036698,170036682,0.5770514607429504
170036698,170292500,0.5770514607429504
170036698,170286228,0.6647481918334961
170200851,170302999,0.5474289059638977
170252618,170364756,0.6678428053855896
170252618,170135348,0.572304368019104
170252618,170624912,0.6712994575500488
170252618,170493244,0.5340874791145325
170252618,170597307,0.5952903032302856
170252618,170623975,0.5013333559036255
170252618,170439260,0.5030526518821716
170252618,170664446,0.500594973564148
170252618,170454810,0.6329547166824341
170252618,170642129,0.6029770970344543
170252618,170392232,0.6128108501434326
170252618,170625317,0.5431706309318542
170252618,170101955,0.5828168392181396
170252618,170265936,0.619481086730957
170252618,170146731,0.6011185646057129
170252618,170660475,0.5579256415367126
170252618,170135320,0.5705186724662781
170252618,170315019,0.5571714639663696
170252618,170074883,0.5971429944038391
170252618,170343474,0.6534955501556396
170252618,170493326,0.5369889736175537
170252618,170246659,0.5570390224456787
170252618,170006796,0.5828168392181396
170252618,170292485,0.6309977173805237
170252618,170263767,0.5242849588394165
170252618,170624566,0.6751251220703125
170252618,170270384,0.5767982006072998
170252618,170642143,0.7363049983978271
170252618,170204904,0.5085235834121704
170252618,170361359,0.5052393078804016
170252618,170135908,0.5973373651504517
170252618,170596811,0.6449129581451416
170252618,170282193,0.5985642671585083
170252618,170204022,0.5126526355743408
170252618,170250948,0.6449129581451416
170252618,170251946,0.5777379870414734
170252618,170369936,0.6607966423034668
170252618,170493448,0.5159765481948853
170252618,170506827,0.559986412525177
170252618,170204655,0.6279690265655518
170252618,170350702,0.5957235097885132
170252618,170301836,0.742982029914856
170252618,170020173,0.611922562122345
170252618,170552796,0.5698515772819519
170252618,170301979,0.5729105472564697
170252618,170377698,0.5661236047744751
170252618,170237734,0.678165078163147
170653985,170658105,0.6523548364639282
170653985,170334437,0.6191151738166809
170653985,170660504,0.6470268964767456
170653985,170218003,0.6253742575645447
170653985,170256992,0.6188225150108337
170653985,170265575,0.5489484667778015
170404113,170642712,0.6747609972953796
170404113,170628402,0.5055615901947021
170404113,170642697,0.5938916206359863
170404113,170641389,0.5575881600379944
170653314,170305047,0.5177222490310669
170610296,170610297,0.9687118530273438
170610296,170548534,0.5564163327217102
170565149,170566123,1.0
170385833,170565140,0.5012110471725464
170385833,170564599,0.5079521536827087
170385833,170597378,0.5217626094818115
170385833,170568465,0.537866473197937
170385833,170627619,0.6616283655166626
170564591,170054468,0.8412621021270752
170564591,170627755,0.6745489835739136
170404492,170131309,0.5132443904876709
170628943,170628950,0.6650251150131226
170628943,170628951,0.6481170058250427
170628943,170628946,0.6722972393035889
170660881,170642029,1.0
170221556,170375339,0.5710263252258301
170221556,170036261,0.6698193550109863
170221556,170364762,0.7266402244567871
170221556,170312841,0.5950024127960205
170269210,170269251,0.6123823523521423
170287833,170625136,0.7970176935195923
170287833,170612498,0.6510036587715149
170287833,170398859,0.6425188779830933
170287833,170251198,0.5651954412460327
170287833,170286891,0.6014605164527893
170287833,170624098,0.5077848434448242
170287833,170625375,0.6928763389587402
170287833,170211767,0.5742633938789368
170287833,170560979,0.7283027172088623
170287833,170256919,0.6459769606590271
170287833,170398861,0.5335212349891663
170287833,170257855,0.636635422706604
170287833,170446492,0.6150635480880737
170287833,170286088,0.7364072203636169
170287833,170252786,0.8048632740974426
170287833,170250156,0.691386342048645
170287833,170486366,0.6806445121765137
170287833,170211914,0.568259060382843
170287833,170631182,0.5330161452293396
170287833,170631158,0.5259525179862976
170287833,170631143,0.5048035383224487
170287833,170632202,0.5839476585388184
170484896,170484656,0.7049018144607544
170484896,170045327,0.5152803063392639
170135348,170252618,0.572304368019104
170135348,170625079,0.6040082573890686
170135348,170659560,0.5191842913627625
170135348,170624912,0.6557252407073975
170135348,170493244,0.6542668342590332
170135348,170597307,0.5329040288925171
170135348,170623975,0.5262842774391174
170135348,170439260,0.5109539031982422
170135348,170403890,0.5193917155265808
170135348,170564733,0.5127400159835815
170135348,170664429,0.5204325318336487
170135348,170609098,0.5290565490722656
170135348,170454810,0.5348986387252808
170135348,170642129,0.5832481384277344
170135348,170340072,0.5928852558135986
170135348,170392232,0.6634267568588257
170135348,170101955,0.606155276298523
170135348,170265936,0.5463732481002808
170135348,170146731,0.5905324220657349
170135348,170135320,0.5920421481132507
170135348,170315019,0.7499561905860901
170135348,170074883,0.7421547770500183
170135348,170343474,0.8002659678459167
170135348,170246659,0.5383484959602356
170135348,170418350,0.5309251546859741
170135348,170006796,0.606155276298523
170135348,170292485,0.5669705867767334
170135348,170032168,0.5177378058433533
170135348,170134547,0.5079956650733948
170135348,170251237,0.5274049639701843
170135348,170624566,0.6580760478973389
170135348,170642143,0.5064682960510254
170135348,170361359,0.5782642364501953
170135348,170596811,0.7264634966850281
170135348,170204022,0.6479989290237427
170135348,170250948,0.7264634966850281
170135348,170493506,0.6167283058166504
170135348,170493448,0.5259197354316711
170135348,170493414,0.5050173401832581
170135348,170350702,0.5702813267707825
170135348,170301836,0.5700618624687195
170135348,170020173,0.5630528330802917
170135348,170552796,0.6394640207290649
170135348,170036361,0.6492752432823181
170135348,170301979,0.6473664045333862
170135348,170627603,0.5711854696273804
170135348,170237734,0.6852364540100098
170625072,170624432,0.6301732063293457
170625072,170154638,0.5278281569480896
170625072,170625014,0.6027019619941711
170625072,170188020,0.5427351593971252
170624641,170624432,0.5687901973724365
170624641,170286527,0.5437018871307373
170624641,170625014,0.5031861662864685
170624641,170188020,0.63169926404953
170624641,170286472,0.545053243637085
170125245,170275329,0.5008160471916199
170328697,170328717,0.8547114133834839
170328697,170286788,0.5676310658454895
170328697,170644910,0.5265318155288696
170328697,170243837,0.5341511964797974
170328697,170598322,0.5943168997764587
170328697,170506806,0.5678865909576416
170328697,170246783,0.5418526530265808
170328697,170598338,0.6692818403244019
170328697,170226642,0.5352960824966431
170328697,170205613,0.5743421316146851
170328697,170328713,0.8556331992149353
170328697,170455332,0.510714054107666
170328697,170204746,0.6032816171646118
170328697,170552371,0.573511004447937
170237083,170237298,0.5939472913742065
170237083,170237177,0.7614400386810303
170237083,170236957,0.6277278661727905
170237083,170237219,0.6693203449249268
170237083,170236993,0.6078435778617859
170660454,170243798,0.5016422271728516
170270569,170277966,0.5126159191131592
170270569,170597091,0.5468058586120605
170270569,170243798,0.5047371983528137
170270569,170277790,0.5172485113143921
170270569,170270584,0.9913318157196045
170270569,170489773,0.6057806015014648
170488376,170469734,0.5135820508003235
170385883,170273435,0.502280592918396
170385883,170278830,0.5402910113334656
170385883,170552038,0.5381506085395813
170385883,170252599,0.5415092706680298
170385883,170135938,0.535732626914978
170210027,170550852,0.8448476791381836
170367820,170612446,0.5577064752578735
170367820,170660587,0.6701358556747437
170367820,170568366,0.522612452507019
170367820,170577957,0.5310303568840027
170367820,170631928,0.5629370808601379
170367820,170568098,0.5821769833564758
170367820,170623572,0.5557826161384583
170367820,170620993,0.546303927898407
170624942,170467068,0.5358211398124695
170624942,170085967,0.6271176338195801
170624942,170226560,0.5038065910339355
170624942,170286748,0.5108334422111511
170624942,170225134,0.6471991539001465
170624942,170085969,0.6517267227172852
170624942,170237207,0.6107298135757446
170624942,170624028,0.536048948764801
170624942,170227020,0.5023150444030762
170624942,170268307,0.6935530304908752
170624942,170296194,0.5322378873825073
170624942,170567371,0.5285966396331787
170660461,170226560,0.5048742294311523
170660461,170642194,0.8334441781044006
170660461,170641940,0.8266761302947998
170660461,170624028,0.5087236166000366
170660461,170268307,0.5072727799415588
170624617,170623834,0.63246750831604
170624617,170209826,0.5044232606887817
170624617,170321597,0.503171980381012
170624617,170199777,0.6322321891784668
170624617,170085967,0.5103099346160889
170624617,170007872,0.5669072866439819
170624617,170227018,0.5203824639320374
170624617,170226560,0.5609173774719238
170624617,170286748,0.5151457190513611
170624617,170293746,0.5290690660476685
170624617,170252089,0.5261632800102234
170624617,170246043,0.6370826959609985
